Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
05/05/2005,20050505,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/06/2005,20050506,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/07/2005,20050507,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,7,Saturday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/08/2005,20050508,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,1,Sunday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/09/2005,20050509,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/10/2005,20050510,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/11/2005,20050511,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/12/2005,20050512,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/13/2005,20050513,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/14/2005,20050514,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,7,Saturday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/15/2005,20050515,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,1,Sunday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/16/2005,20050516,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/17/2005,20050517,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/18/2005,20050518,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/19/2005,20050519,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/20/2005,20050520,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/21/2005,20050521,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,7,Saturday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/22/2005,20050522,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,1,Sunday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/23/2005,20050523,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/24/2005,20050524,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/25/2005,20050525,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/26/2005,20050526,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/27/2005,20050527,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/28/2005,20050528,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,7,Saturday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/29/2005,20050529,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,1,Sunday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/30/2005,20050530,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/31/2005,20050531,2005,CY 2005,20052,Q2-2005,200505,May 2005,5,May,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,11,May,WorkDay,0,None,None,None,Tax Time/Summer
06/01/2005,20050601,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/02/2005,20050602,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/03/2005,20050603,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/04/2005,20050604,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,7,Saturday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WeekEnd,0,None,None,None,None
06/05/2005,20050605,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,1,Sunday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WeekEnd,0,None,None,None,None
06/06/2005,20050606,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/07/2005,20050607,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/08/2005,20050608,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/09/2005,20050609,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/10/2005,20050610,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/11/2005,20050611,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,7,Saturday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WeekEnd,0,None,None,None,None
06/12/2005,20050612,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,1,Sunday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WeekEnd,0,None,None,None,None
06/13/2005,20050613,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/14/2005,20050614,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/15/2005,20050615,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/16/2005,20050616,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/17/2005,20050617,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/18/2005,20050618,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,7,Saturday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WeekEnd,0,None,None,None,None
06/19/2005,20050619,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,1,Sunday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WeekEnd,0,None,None,None,None
06/20/2005,20050620,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/21/2005,20050621,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/22/2005,20050622,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/23/2005,20050623,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/24/2005,20050624,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,6,Friday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/25/2005,20050625,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,7,Saturday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WeekEnd,0,None,None,None,None
06/26/2005,20050626,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,1,Sunday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WeekEnd,0,None,None,None,None
06/27/2005,20050627,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,2,Monday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/28/2005,20050628,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,3,Tuesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/29/2005,20050629,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,4,Wednesday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
06/30/2005,20050630,2005,CY 2005,20052,Q2-2005,200506,June 2005,6,June,5,Thursday,2005,FY 2005,4,Q4,20054,Q4-2005,12,June,WorkDay,0,None,None,None,None
07/01/2005,20050701,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/02/2005,20050702,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/03/2005,20050703,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/04/2005,20050704,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/05/2005,20050705,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/06/2005,20050706,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/07/2005,20050707,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/08/2005,20050708,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/09/2005,20050709,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/10/2005,20050710,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/11/2005,20050711,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/12/2005,20050712,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/13/2005,20050713,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/14/2005,20050714,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/15/2005,20050715,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/16/2005,20050716,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/17/2005,20050717,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/18/2005,20050718,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/19/2005,20050719,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/20/2005,20050720,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/21/2005,20050721,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/22/2005,20050722,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/23/2005,20050723,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/24/2005,20050724,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/25/2005,20050725,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/26/2005,20050726,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/27/2005,20050727,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/28/2005,20050728,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/29/2005,20050729,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WorkDay,0,None,Back to School,Back to School,None
07/30/2005,20050730,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
07/31/2005,20050731,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
08/01/2005,20050801,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/02/2005,20050802,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/03/2005,20050803,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/04/2005,20050804,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/05/2005,20050805,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/06/2005,20050806,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
08/07/2005,20050807,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
08/08/2005,20050808,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/09/2005,20050809,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/10/2005,20050810,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/11/2005,20050811,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/12/2005,20050812,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/13/2005,20050813,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
08/14/2005,20050814,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
08/15/2005,20050815,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/16/2005,20050816,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/17/2005,20050817,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/18/2005,20050818,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/19/2005,20050819,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/20/2005,20050820,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
08/21/2005,20050821,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
08/22/2005,20050822,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/23/2005,20050823,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/24/2005,20050824,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/25/2005,20050825,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/26/2005,20050826,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/27/2005,20050827,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
08/28/2005,20050828,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
08/29/2005,20050829,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/30/2005,20050830,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
08/31/2005,20050831,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WorkDay,0,None,Back to School,Back to School,None
09/01/2005,20050901,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
09/02/2005,20050902,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
09/03/2005,20050903,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WeekEnd,0,None,None,Back to School,None
09/04/2005,20050904,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WeekEnd,0,None,None,Back to School,None
09/05/2005,20050905,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
09/06/2005,20050906,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
09/07/2005,20050907,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
